id	text
en_000059	你需要的_一些额外信息是你倒入了多少醋。另外，在第3步中，它说添加每种材料的样品。我们需要知道样品要有多大。可能影响数据的东西是你把这个实验放在什么温度下，是室温吗，我们需要知道这个。
en_000060	要复制这个实验，程序需要更多细节。_一个被省略的信息是实验中使用的醋的量。同样重要的是，要知道实验在24小时内保持在什么温度。最后，该程序需要包括关于实验的细节，例如，如果整个样品必须被浸没。
en_000061	"""你会需要被倒入每个瓶盖的醋的量。这是因为实验只告诉你要""""倒醋""""，但当人们读到时，他们可能不知道要放多少醋。"""
en_000062	这个小组在他们的实验过程中遗漏了同样非常重要的事情。首先，他们没有告诉我们在实验中要使用_什么样品。他们没有告诉我们要用多少醋或什么尺寸的容器，我们需要所有这些信息来复制这个实验。
en_000063	你将需要你所使用的_四个样品的名称来制作一个表格来记录数据。写下你需要记录的起始质量、结束质量和质量差异。
en_000064	我需要的_一些额外信息是他们是如何发现质量的，以及使用的是什么类型的仪器。另外，当他们说放置材料的样品时，我需要每种类型的多少。
en_000065	首先，你需要测量容器的重量并从样品的重量中减去，这样你就不会意外地有额外的重量。计算准备这些样品所需的时间差。使用每个样品的相同重量。
en_000066	要完全复制这个实验，你必须知道他们是如何测量物体的质量的，因为如果没有这个，我们怎么能算出不同的质量。我们必须知道起始质量、终止质量和质量的差异。
en_000067	看完这个小组的程序后，我不知道他们要往容器里倒多少醋。这个小组也没有说明他们加入醋的起始时间。这个小组也没有说明数据的原因，他们只是说要确定它。
en_000068	我需要每个容器中的蟑螂的数量。我需要每个容器中的醋的量。我需要每个容器中都有相同种类的醋。我需要所有这些额外的信息来复制这个试剂。  我还需要完成的试验量。
en_000069	1.材料和安全要求的清单。^p 2.放入容器中的醋量。^p 3.房间的温度/湿度 ^p 4.一个对照组。
en_000070	为了复制这个实验，你需要的额外信息是_一个对照组。对照组应该对样本没有影响，需要这样的对照组，这样你才能把你的答案建立在可靠的来源上。另外，为了复制这个实验，我们需要知道我们在样品上放的醋的量。我们还需要知道。
en_000071	你需要的是关于每个样品中加入多少醋的信息。例如，_一个样品可以放入不同量的醋。所以这可能会使他们的最终质量发生变化。
en_000072	"""我们需要知道他们在实验中使用了哪些样品，他们只是说""""样品""。我们需要知道他们在每个杯子里倒了多少醋，我们需要知道用_什么单位来测量样品的质量。他们将不得不说明我们应该用克来称量。"""
en_000073	这组学生所做的是确定不同样品的质量。因此，我会做的是：他们在开始或调查时所做的，我会使用这些样品，用这些样品做另_一个实验。
en_000074	在陈述_2中，他们需要把容器的测量值写出来^p 在陈述4中，有多少水？在第6条中，他们应该用什么方法来测量质量。
en_000075	对于他们的程序，_一些额外的信息是，每个容器使用相同数量的醋。还要确保每个样品的时间都是正确的。还要在干燥后测量质量，并找出与起始质量的差异。
en_000076	为了复制ta的实验，_一个人还需要知道一些事情。他们需要知道使用哪些物质以及每种物质的数量。这个人需要知道在容器里放多少醋。他们还需要知道在什么温度下放置TA容器。人们可能还想知道什么类型的容器，如何写下研究结果。
en_000077	你需要知道容器里放了多少醋。你测量的是_什么类型的样品，并将其放在容器中，以及它们的储存温度，以确保实验的平等性。
en_000078	程序中应包括的其他信息是，你将使用_什么来确定质量，如秤，在程序中要有明显的控制变量，最后一件事应该是将起始质量、结束质量和质量的差异用克来表示的表格。
en_000079	要复制这个实验，你需要知道每个容器中倒入多少毫升的醋。你还需要知道有多少蒸馏水应该被倒在样品上。另外，你可能想让每个样品的起始质量都是_一样的。
en_000080	为了复制这个实验，我还需要知道程序中没有说明的_三件事。我需要知道倒入容器中的醋的量，样品在醋中的时间，以及用来冲洗的蒸馏水的量。
en_000081	另外，我还会写上他们把容器放在_什么温度下的程序。我还会包括我在实验中测试的样品。最后，我还会在我的程序中写上，他们放入多少醋的量。
en_000082	为了复制这个实验，你必须能够知道这_四种材料是什么，如何测量质量，应该把多少醋倒入容器，以及他们应该用多少蒸馏水冲洗。他们应该先说，确定四种不同样品的质量（用三棱柱天平），然后将醋（多少）倒入容器中，然后是第四步的这些步骤，清洗（多少蒸馏水，这样会更好。
en_000083	为了复制这个实验，你需要知道放置样品的容器的大小，你需要知道每个容器中醋的量，你需要知道用_什么来测量出质量（例如，三倍天平等），你还需要知道用什么材料把每个样品放在容器中。
en_000084	你得在木头里放更多的醋，这样它的质量就不会有_什么不同，在塑料里放一点不是更多的醋，这样它可以做更多的反应。
en_000085	另_一个试验，使用的醋的数量和没有改变的时间，以确保它是准确的。因为如果不是这样，你会改变实验。通过改变最重要的东西。
en_000086	要复制这个实验，必须知道程序中没有给出的信息。首先，我们必须知道要在容器中放入多少醋，是否足以覆盖它们？接下来，我们需要知道醋将如何影响材料。我们将完全浸没它还是只浸没_一部分？最后，我们需要知道要使用哪些材料。数据显示了这些材料，但程序却没有。
en_000087	要复制这个程序，我还需要另外_三个信息：收集材料，使用对照，以及在完成后记录数据。
en_000088	为了复制这个实验，你还需要知道_一些信息。其中之一是每种材料（木材、塑料、大理石和石灰石）的数量。你还需要知道要加多少醋。最后，每种材料的常数也会有帮助。
en_000089	独立变量是大理石、石灰石、木材、塑料。大理石的起点是_9.8克。石灰石是10.4克，木材的起点是11.2克。实验的结果是，你必须确定每个样品的质量。
en_000090	为了复制该实验，可能有用的其他信息是在程序中列出实际的样品，这样你就可以看到你使用的是_什么。第二，在程序中，我需要用什么来称量质量，例如，他们没有告诉你用克来称量，我就不能轻易完成实验。它没有告诉你在每个容器中实际倒入多少醋以进行复制，我需要知道这一点。
en_000091	我认为知道环境中的温度将是非常有用的，我确信如果我们加热样品或冻结样品，我们就不会得到同样的结果。此外，我们还需要知道我们应该把它放在_什么类型的环境中。应该是晴天、黑天、风天、热天、冷天，等等。我还认为我们应该知道什么样的容器，它应该有多大，我们甚至不知道倒在样品上的醋的正确数量。这个实验缺少太多的信息。
en_000092	为了复制这个实验，我需要知道这个实验的结果是_什么，以及在实验结束时每个样品的质量。
en_000093	为了复制这个实验，你需要知道在每个容器中倒入多少醋。你需要知道用蒸馏水冲洗每个样品多长时间，用多少水。你还需要知道他们是如何在实验开始和结束时确定样品的质量的，以及样品被放置的容器的确切尺寸。
en_000094	为了复制这个实验，我们需要_一个对照。我们还需要使用四个样品。另一件事是使用哪一罐醋，以及如何称出每一罐醋的质量。这就是我们复制实验所需要的。
en_000095	为了复制实验，需要的额外信息是每个容器中应放置的醋的数量。醋的量必须保持恒定，以使数据有效。如果增加或减少醋的量，实验获得的结果就会受到影响。因此，为了复制实验，需要确定醋的量。
en_000096	为了复制这个小组的程序，你需要知道自变量和因变量以及该程序的控制组。此外，为了使实验更加清晰，他们还需要包括实验的假设以及目的。
en_000097	为了复制该实验，该程序必须增加更多细节。在第_一项中，应说明四个样品是大理石、石灰石、木材和塑料。你应该描述放置样品的容器和你需要的数量。应该有一个步骤，让你在实验前找到起始质量。还应该有测量应该加入多少醋的步骤。最后一件事，就是当你说要确定程序上的质量时，应该说，以克为单位。
en_000098	他们应该告诉你所使用的样品是_什么。第二件事是结果，发生了什么不同。
en_000099	学生们需要说出样品是_什么。他们需要
en_000100	该小组应该加上用于控制的醋的量。他们还应该在回答_2结论之前至少再比较一次试验材料。为了使结论易于与其他试图完成这一实验的小组进行比较，还应该说明样品的建议尺寸。
en_000101	要复制这个实验，我需要的其他信息是样品的实际名称。在第_2步中，我需要倒入每个容器中的醋的确切数量。另外，在第4步中，我还需要用蒸馏水的量来冲洗它，以及冲洗多长时间。
en_000102	为了复制这个实验，我需要_一些额外的信息，即葡萄是如何确定样品的质量的，他们用什么来做。我还需要知道他们倒在每个容器中的醋的量，以及他们使用的是哪种容器。
en_000103	首先，这些小组的学生忘了在第_2步中加入要在每个相同的容器中倒入多少醋。在步骤5中，学生们没有说要整理样品，这样你就可以把它作为单独的数据记录下来，因为每个样品都是不同的（大理石、石灰石、木材、塑料）。学生们还忘了包括第7步，也就是找到质量的差异。如果另一组学生要做这个确切的实验，他们不会知道他们在比较什么。
en_000104	如果我做这个实验，我会测量房间的温度，我也会给出我用了多少醋的测量值。
en_000105	在阅读了该小组的程序后，还需要以下补充信息，当你把每个容器装满内容时，你需要观察容器，你将需要确保每个容器有非常相同的数量，然后还需要确保所有容器处于相同的室温下。
en_000106	需要的额外信息是倒入每_一刀的醋的量。此外，你还需要记录所有的信息。他们需要知道24小时后他们在容器中放入多少水。
en_000107	你需要知道容器的大小，使用的醋量，样品的类型。如泥土、木材、石灰石和塑料，以及每_一种要放多少。
en_000108	除了给出的信息外，你还需要知道在每个容器中放多少醋，不同的量可能会改变结果。还应该有_一个固定的温度来保持样品，因为温度的变化会影响腐蚀的过程。在实验中，它应该告诉你，样品的大小应该是比较均匀的。
en_000109	"""为了复制这个实验，还需要的信息是倒入杯子的液体的测量值。另外，液体倒入_什么尺寸的杯子。在实验过程中，它说 ""将醋倒入四个独立但相同的容器中""。这就是复制实验所需的额外信息""。"
en_000110	他们可以添加的_一些额外信息是，他们应该在把4个样品放入醋中之前称量一下。
en_000111	对于每个盒子，他们应该做_3次，这样他们就会有一个平均值。
en_000112	我需要知道我得到_什么材料来开始这个实验。实验进行时我应该注意什么？我如何确定每种材料的质量。
en_000113	你需要复制实验的_一些额外信息，包括，你使用什么类型的样品，也要解释你为什么使用醋。最后，要告诉读者你用什么来衡量，为什么。
en_000114	如果我想复制这个实验，我需要知道每个容器中醋的量，容器的大小，以及用_什么来称量样品。
en_000115	为了复制这个实验，你应该知道你应该从每个样品的多少开始，你想从这个实验中确定_什么，你应该知道容器是如何在室外保持室温的等等。
en_000116	为了复制这个实验，你需要起始质量、结束质量和质量差异。
en_000117	你需要找出并标明_4个样品的不同尺寸和形状，你并没有把醋倒进去，而是说在每个容器中滴入醋。你希望所有的东西都是一样的，而当你倒的时候，你并不总是能得到每个容器的准确数量。还要说明醋的ph标签的质量。
en_000118	你需要知道总共有多少。
en_000119	在_四个独立但相同的容器中分别倒入醋。^p 将一个样品放入锥形瓶中，其余的也是如此，^p 24小时后取出样品并冲洗，^p 静置30分钟。测定麦芽糖。
en_000120	要复制这个实验，你需要知道每个杯子里使用的醋的质量（数量）。也有必要知道进行该实验的房间的温度。不同的温度可能会加速或减缓每个杯子里的反应。最后需要的信息是实验中使用的杯子的大小。杯子的体积和/或杯子的形状可以完全改变实验的结果。
en_000121	"""为了复制这个实验，我会把所需的工具列在_一个清单上，这样人们就可以有更多的准备，我也会把""""样品""""这个词更具体地描述为岩石和石头。最重要的是我会做一个对照，我会把大理石、石灰石、木材和塑料放在水中。"
en_000122	为了复制这个实验，我需要_一些额外的信息。首先，我需要知道每个容器中要用多少醋。其次，我需要知道我将在醋中放置哪些材料。
en_000123	要复制这个实验，你需要知道的是每个杯子里要放多少醋。此外，你还需要列出你所使用的材料。你需要知道的另_一件事是你将使用什么质量测量方法。
en_000124	你需要知道_什么是semples，你在6号之后做什么。
en_000125	如果有_三个试验的数据，并有一个平均数据，那就更好了。另外，数据的总数也会更好。
en_000126	首先，你需要知道他们所谈论的样本是_什么。其次，你需要知道你需要在每个容器中放入多少醋。你还需要知道你应该对每个样品冲洗多长时间。
en_000127	"""我需要额外的信息来证明这个实验，我将解释实验结果的外观。我会把""""_24小时后，从容器中取出样品，用蒸馏水冲洗每个样品。""""让样品静置并干燥30分钟。而不是把""""确定每个样品的质量""""。我会告诉你所发生的结果，以及实验的结果如何。"""
en_000128	我需要通过他们的数量来增加他们的子天数。样品的数量是_四层，它要除以八。
en_000129	为了复制这个实验，需要建立_一个对照。此外，还需要确定质量，以便在实验开始时每一种材料都有相同的质量。为了准确地复制这个实验，我们需要知道这些容器在24小时内是被覆盖还是不被覆盖。
en_000130	我们会说出正确的安全措施，控制，醋的影响，储存的温度，相同的容器是_什么做的，它的大小，用什么类型的秤来测量，每个容器中醋的数量，我更多的试验。
en_000131	为了复制这个实验，我还需要知道_一些事情。问题中没有说明这四个不同的样品是什么。第二，我需要知道每个杯子里要倒多少醋。醋的数量可能会影响质量。最后，我需要知道在24小时内将样品储存在哪里。不同的温度可能会影响不同的样品。
en_000132	这个问题需要包括容器的测量和倒在每个杯子里的醋的量。
en_000133	为了复制这个实验，我需要知道使用_什么容器以及如何测量样品的质量。我还需要知道每个容器里要放多少醋。
en_000134	你需要知道他们使用的比例，以免破坏实验，或者使用的量不够或太多，可能不会得到相同的结果。
en_000135	为了复制学生们的实验，你需要知道需要哪些材料。你打算在_什么样的地方做实验，你需要在样品中倒入多少醋。
en_000136	程序中需要的额外信息是他们应该说明将使用_什么样品。此外，他们还应该包括我们需要倒入容器的醋的数量，因为不同的数量可能会有不同的结果。最后，它应该包括容器的大小，因为它可能会有不同的结果。
en_000137	额外的信息要包括在复制的过程中，必须在第_一步澄清，样品是什么。如果你能加上你应该把样品放在醋里的地方，那也是很好的。如果加上我们应该用什么来测量样品，也会使程序更加清晰。如果程序中包括测试每个样品的数量，也会有帮助。
en_000138	在阅读了该小组的程序后，为了复制该实验，需要的额外信息是：需要知道放入样品的容器的大小，因为它们必须是相同的。你还需要知道你需要在每个容器中放入多少样品，以便从样品中获得与该组学生相同的起始质量。另_一个应该知道的因素是你倒入容器中的醋的量，这是关于实验的例子。另一个好的信息是样品干燥的位置和阳光的数量。
en_000139	还需要_一些额外的信息，就是容器要放在哪里。例如在阳光下或在冰箱里。我们要在容器中放入多少醋，使用什么样的容器？
en_000140	学生们应该在实验中说出使用的是_什么样品。他们还应该说在蒸馏样品时应该使用多少水，他们还需要说在每个贴有标签的杯子里倒入多少醋。
en_000141	要复制这个实验，我需要知道的另外_三个信息是：这四个样品到底是什么，每个容器里要倒多少醋，以及这个实验的目的或问题陈述到底是什么。  另外，我需要使用多少蒸馏水。
en_000142	在实验过程中，我还需要知道要用多少醋，他们使用的是哪种尺度，每个容器有多大。
en_000143	为了完成这个实验，你需要额外的信息。你需要知道材料清单，以便拥有完成实验所需的_一切。你还需要知道实验是在哪里进行的，以权衡任何外部因素。你可能还需要知道要知道常数。什么类型的醋，以及你开始的时间。
en_000144	要复制这个实验，你还需要知道他们使用的醋，杯子的大小和样品的大小。
en_000145	看完实验过程后，我需要知道几件事来复制这个实验。_一件事是所使用的醋的数量。另一个是冲洗时要用多少水。最后一件事是如何将样品储存24小时。这个程序有几个问题。
en_000146	我想每个杯子里应该放多少醋，还有容器是否应该盖上？如果能知道材料应该放在哪种类型的容器中会很有帮助。
en_000147	我需要知道容器有多大，有多少个。
en_000148	样品是_什么/材料的用途是什么，容器里有多少醋。
en_000149	学生们应该做出假设，说明他们认为会发生_什么。他们还应该说明他们在调查什么。他们应该从结果中得出一个结论。
en_000150	为了复制这个实验，你需要更多的信息，比如在不同的容器中倒入多少醋，使用_什么工具，比如安全护目镜，以及进行更多的试验。
en_000151	他们需要补充样品是_什么，质量应该如何确定，他们需要告诉你把容器放在桌子上，你需要记录参观数据。
en_000152	为了复制这个实验，我还需要_一些额外的信息，那就是我在每个容器中要放多少醋。另外，我应该在容器上贴什么标签？我不太清楚如何通过使用秤来测量质量？如果是这样的话，每个样品都要用同一个刻度。另外，这些样品应该有多大？
en_000153	要复制这个实验，你需要知道杯中醋的体积，周围环境的温度，以及醋在PH值上的准确酸度。
en_000154	要复制这个小组实验，你需要添加信息，甚至像实验室_一样有效。
en_000155	你需要添加需要在容器中倒入多少醋。我认为学生们应该从相同的质量开始。_什么类型的醋以及温度是否重要。
en_000156	一些额外的信息将是每个样品有多少会被放入醋中。另外，也许不要让它们静置24小时，而是让它们少静置。他们还可以用仿制水而不是蒸馏水来冲洗它们。
en_000157	复制该实验所需的额外信息是。_1.)要倒的醋的量--在一个可信的实验中必须保持不变。^p 2.)所用样品的类型应在程序中。^p 3.)
en_000158	为了复制实验，你需要找出倒入容器中的醋的数量。我们知道大理石损失了_4克，石灰石损失了1.3克，塑料损失了1克，木材保持不变，但是我们需要知道每个样品使用了多少醋。
en_000159	我们有做实验所需的所有信息，我们已经知道木头是所有样品中质量较大的，塑料是质量最小的，但如果他们能更好地解释，就能完成质量，因为看起来他们只有质量的估计。
en_000160	为了复制这个实验，你需要的额外信息是，从实验开始到实验结束的质量差异。你还需要知道所有的样品是_什么，并且每个容器中需要相同数量的醋。
en_000161	为了复制小组的程序，我需要他们告诉读者在容器中放多少醋，他们想要多少样品材料，以及他们希望我们如何确定质量。
en_000162	为了准确地复制实验室的内容，应该做_一些补充。在程序1中，它没有说要在有或没有培养皿的情况下测量样品的质量。它还应该说它们应该用特定的仪器测量，如平衡木。另一个被遗漏的部分是，他们忘了告诉这四个样品需要多少醋，因为如果一个样品比另一个多，可能会改变重量和多少水来腐蚀样品。
en_000163	你需要知道它们是_什么类型的样品。另外，用什么类型的工具来测量样品的质量。此外，还需要重复或复制试验来重新测试实验。或者你还需要告诉在这个实验中用什么来标记容器，你还需要通过使用你的五种感官来达到质量或每个样品的外观，或者其他什么，或者不做一个数据来显示你的结果。
en_000164	为了复制这个实验，我需要知道我使用的是_什么样的''样品''。该小组说要确定四个样品的质量，但没有告诉我这些样品是哪种材料。此外，知道我应该测量每个样品的多少也会有帮助。同样，这个小组的程序非常详细，如果知道我应该使用多少样品，将有助于使实验尽可能准确。最后，为了复制这个实验，我需要知道我应该在每个样品中添加多少醋。不同数量的醋会对每个样品产生不同的影响，使实验不准确。
en_000165	为了能够复制这个实验，你需要以下信息。要用多少醋。还有，容器有多大，即它们的体积是多少。最后，每个样品要放多少在容器里。
en_000166	我需要的其他信息是在每个样品上放多少醋。这是因为，如果_一个样品上的醋比另一个多，它很可能会以不同的方式影响质量：例如，如果木头上的醋比塑料上的多，那么木头的质量损失就会比塑料的多。
en_000167	为了描述这个实验，你需要清楚地说明你需要倒多少某种化学品。在大多数情况下，你必须得到适量的物质，否则你的结果可能是不充分的。
en_000168	要重复这个实验，我需要知道_四个不同的样品，而不知道我不知道我在测试什么。我还需要知道4个杯子里分别有多少醋。我需要知道把所有不同的容器放在哪里。我不知道它们是否需要保持在室温下，冷还是不冷。
en_000169	你应该重复实验中的每个步骤。从第_1步开始，一直到第6步。
en_000170	要复制这个过程，你需要知道倒入每个容器的醋的数量。你还需要知道你何时开始，以便知道何时完成实验。
en_000171	我们应该使用_什么材料，因为为了做这个实验，它必须告诉我们使用的是什么物质。他们的程序也没有告诉我们要得到一个起始重量。
en_000172	在阅读了该小组的程序后，为了复制这个实验，我需要知道容器的大小，因为容器越小，样品的密度越大。我还需要知道光和热或暗和冷是否会影响实验。
en_000173	程序必须更加具体。它应该包括实验需要_一个结束的质量以及开始和结束的区别。它应该有材料清单。程序中应该有每种材料的小程序。
en_000174	为了复制这个实验，我需要知道更多的信息，如他们使用的_四种不同的样品（因为我可以选择金属、碳纤维板和许多其他他们没有使用的样品材料，并会得到不同的结果。此外，我还需要知道倒入醋的量，因为这可以引起重大的变化。最后，他们可能想告诉我，当样品干燥30分钟时，应该把它们放在哪里，因为如果它们放在室温下，或者放在光源下，也会有区别。
en_000175	要复制这个实验，他们需要告诉你在杯子里放多少醋，让所有的石头都_一样，并告诉我们他们为什么要做这个实验。
en_000176	要复制这个程序，我需要知道需要多少醋，需要多少蒸馏水来冲洗样品和样品的类型。
