id	prompt	score
en_cw_000567	2	0
en_cw_000568	2	1
en_cw_000569	2	0
en_cw_000571	2	1
en_cw_000572	2	0
en_cw_000573	2	0
en_cw_000574	2	1
en_cw_000575	2	1
en_cw_000576	2	3
en_cw_000577	2	2
en_cw_000578	2	0
en_cw_000579	2	0
en_cw_000580	2	1
en_cw_000584	2	0
en_cw_000585	2	3
en_cw_000586	2	1
en_cw_000587	2	0
en_cw_000588	2	0
en_cw_000589	2	1
en_cw_000590	2	1
en_cw_000591	2	1
en_cw_000592	2	0
en_cw_000593	2	0
en_cw_000594	2	0
en_cw_000595	2	0
en_cw_000596	2	1
en_cw_000597	2	0
en_cw_000598	2	0
en_cw_000599	2	0
en_cw_000600	2	1
en_cw_000601	2	0
en_cw_000602	2	0
en_cw_000603	2	2
en_cw_000604	2	1
en_cw_000605	2	0
en_cw_000606	2	0
en_cw_000607	2	0
en_cw_000608	2	1
en_cw_000609	2	2
en_cw_000610	2	0
en_cw_000611	2	0
en_cw_000612	2	2
en_cw_000613	2	1
en_cw_000614	2	0
en_cw_000615	2	2
en_cw_000616	2	0
en_cw_000617	2	0
en_cw_000618	2	1
en_cw_000619	2	0
en_cw_000620	2	1
en_cw_000621	2	1
en_cw_000622	2	0
en_cw_000623	2	0
en_cw_000624	2	0
en_cw_000625	2	0
en_cw_000626	2	0
en_cw_000627	2	1
en_cw_000628	2	0
en_cw_000629	2	0
en_cw_000630	2	0
en_cw_000631	2	0
en_cw_000632	2	0
en_cw_000633	2	0
en_cw_000634	2	2
en_cw_000635	2	0
en_cw_000636	2	2
en_cw_000638	2	0
en_cw_000639	2	2
en_cw_000640	2	0
en_cw_000641	2	0
en_cw_000642	2	0
en_cw_000644	2	0
en_cw_000645	2	1
en_cw_000646	2	0
en_cw_000647	2	0
en_cw_000648	2	0
en_cw_000649	2	0
en_cw_000650	2	0
en_cw_000651	2	0
en_cw_000652	2	2
en_cw_000653	2	0
en_cw_000654	2	0
en_cw_000655	2	0
en_cw_000656	2	0
en_cw_000657	2	0
en_cw_000658	2	0
