id	prompt	score
es_3PH3VY7DJNAB7V8H4HM43UKC7E2ZW7	1	2
es_3PM8NZGV80THI3CGRQZDEKMFIKZQXU	1	3
es_3PQ8K71NHZXDZAX6RKAD4CWCH4TAA6	1	3
es_3PQMUDRV7TJ7BAZ2FWU3288E62AIIS	1	3
es_3PS7W85Z81F49NMA5ENU3MBKQ3XT97	1	3
es_3PS7W85Z81F49NMA5ENU3MBKWB2T9Y	1	1
es_3PWWM24LHUBABJ9NH7XK237J4ZX82S	1	3
es_3PWWM24LHUBABJ9NH7XK237JD8882U	1	3
es_3PZDLQMM0VYCNMZ0YJDP4P32U7V2C3	1	0
es_3QECW5O0KJEL80KY2OADR66I2LZ5T3	1	3
es_3QECW5O0KJEL80KY2OADR66I5SCT5L	1	0
es_3QECW5O0KJEL80KY2OADR66IAC3T5L	1	2
es_3QFUFYSY90STTCYXTZME5AL3BOZ4F8	1	2
es_3QILPRALQ78605YG3QV4URAHO1D8NV	1	0
es_3QIYRE09Y5UOP5EV45MPFHN96KLN1E	1	3
es_3QRYMNZ7F0UPYPQ46O6ZLN643LSTNE	1	0
es_3QUO65DNQW1MGN5578WM58SB6HAOUV	1	0
es_3QUO65DNQW1MGN5578WM58SBBZ2UOY	1	0
es_3QUO65DNQW1MGN5578WM58SBD0OUOO	1	2
es_3QXNC7EIPK83TEPJ7CZKJB9FR7F099	1	3
es_3QXNC7EIPK83TEPJ7CZKJB9FR9T09R	1	2
es_3R9WASFE21T9W9MMESC4Z6YCCDJFZ0	1	3
es_3RANCT1ZVHU2XTGW33R0ZOSCZSWBU3	1	3
es_3RRCEFRB7OP3GVMHOX0IMKUIWLZ4B8	1	2
es_3RRCEFRB7OP3GVMHOX0IMKUIXNZB4K	1	3
es_3S06PH7KSTHF3TNIFB8MJCBFNUQ1D4	1	3
es_3S06PH7KSTHF3TNIFB8MJCBFSLF1DG	1	3
es_3S96KQ6I9OHGCDZRHUSWPIUAJVSDT4	1	0
es_3S96KQ6I9OHGCDZRHUSWPIUAKEETD9	1	3
es_3SB4CE2TJX8PVN5Z2U2ROK7ABHKAX5	1	0
es_3SB5N7Y3O5HI8OCRLI5UBSV2XHY0GK	1	3
es_3SITXWYCNXMUEXAR882NJVRGPLDBXD	1	0
es_3SLE99ER0PQJJSA69QQ8GG7R450BZA	1	0
es_3SNLUL3WO60EA228UGGUDROH830LUL	1	2
es_3SUWZRL0M0QF2L2FHCVNKQKH5U16EU	1	2
es_3TE3O85732LGTOOJGG3KTK2OY9NR2T	1	0
es_3TEM0PF1Q7AFW420JS4M57S5S6K0DI	1	2
es_3TK8OJTYM3Y4E266RYJ6QUZKTKHPVL	1	3
es_3TR2532VIR7ND1O7VD6EH6X92U2J69	1	0
es_3TVSS0C0E3DFLJZIYPXMH6JVOKDWTR	1	1
es_3TXMY6UCAG1TF51L0U3Q0715E1EQCQ	1	0
es_3U0SRXB7CFICIADC2Z14L85M6UBRNU	1	1
es_3U5JL4WY5MMATYPITTS0BHLAGO94X4	1	3
es_3U5JL4WY5MMATYPITTS0BHLAOHBX4T	1	3
es_3U5NZHP4LTFZW1BMM922BT8BNY5HPA	1	3
es_3U8YCDAGXRT9LD65OEA656Z4A02Q0Z	1	0
es_3UJ1CZ6IZJ2KT07JDO5NH1AWAJG5SH	1	3
es_3UJ1CZ6IZJ2KT07JDO5NH1AWBA0S57	1	1
es_3UNH76FOCUIFXT4Y4TEYGP9J6TYMYF	1	3
es_3UNH76FOCUIFXT4Y4TEYGP9J84BYMS	1	1
es_3URFVVM167VYFRJC9H73L6ZFV69ZUF	1	1
es_3UXUOQ9OKGAVG8Z8KHYTULUM52A7A0	1	3
es_3VD82FOHKS1QUTO5LHBMB265VVWOC2	1	1
es_3VELCLL3GMWC1D1E6H3C7CE06FA1F6	1	2
es_3VFJCI1K41C68IWQFVO9VOWPCBORGE	1	2
es_3VHP9MDGRPXWOGBCMESWO8XR5WRCFW	1	0
es_3VNXK88KKEVJMFQZA9N944Z5WX2V95	1	2
es_3VSOLARPKDMZA6OGQZH3L97MUII39O	1	3
es_3W92K5RLWWU0LSON7JASSOU366G5VR	1	2
es_3WJ1OXY92CTZGM4RUMQZ8LQHJY7A88	1	3
es_3WOKGM4L73T601TP91I2G144P2P0O6	1	0
es_3WR9XG3T65OGEJJRBGO2HI8MK0W74U	1	2
es_3WR9XG3T65OGEJJRBGO2HI8MLXF748	1	0
es_3WS1NTTKE0PCUOGWAYZCT7VQ1350FZ	1	1
es_3WS1NTTKE0PCUOGWAYZCT7VQ2AN0FW	1	0
es_3WSELTNVR5FIE6WFXK1UZHM42Y3TA6	1	2
es_3WYP994K194D8QJ6HD7HRTCXMBOY6S	1	0
es_3WYP994K194D8QJ6HD7HRTCXNH76YW	1	0
es_3WZ36BJEV5TNXG173Y1QUS6ACHPTBW	1	0
es_3X08E93BHXVBP690BUCP82S4EPN66V	1	3
es_3X0H8UUIT31E6JM39PSW71N9L8QSW2	1	1
es_3X4MXAO0BI1254MQU0SRHRID2UTRWE	1	2
es_3XC1O3LBOUZZAPNJUBQK8V2FSBMLTY	1	2
es_3XCC1ODXDNOXL7Q4IRTLP20RFKSQR8	1	2
es_3XM0HYN6NMCNCRKKW8UWQQBYVCREPT	1	3
es_3XUHV3NRVMBV3RT32UTODN3UR8CH5B	1	2
es_3YGXWBAF72UMQ0EN2XWDX400F3R4C2	1	3
es_3YHH42UU5DSYUGQSW92AOK0A1ZKL0L	1	2
es_3YHH42UU5DSYUGQSW92AOK0AR0AL03	1	2
es_3YJ6NA41JDTVN76CA95NN6OQWHVPJN	1	0
es_3YMTUJH0DUT3CHGYOJR3ME04C8LT4F	1	3
es_3YZ8UPK3VVZL7Y82H3NVA8YUEE3UCZ	1	2
es_3YZ8UPK3VVZL7Y82H3NVA8YUM6MUCA	1	0
es_3Z3ZLGNNSK75255271SP74XB64X3QV	1	2
es_3Z3ZLGNNSK75255271SP74XBDIX3QU	1	0
es_3Z3ZLGNNSK75255271SP74XBDNU3Q1	1	1
es_3Z4AIRP3C8QT1ZSZ6B9YDJE75MQ1XG	1	3
es_3Z4GS9HPNXNDX61ADEM9KUSW5YF77T	1	2
es_3Z4XG4ZF4A4BCZCK5WIDST1FHAQX8O	1	0
es_3Z4XG4ZF4A4BCZCK5WIDST1FKJ6X8P	1	3
es_3Z7VU45IP0UI6USE7TXJA4UIE7IZ1C	1	3
es_3Z9WI9EOZ11YLAE69HXUFCMCWMSHK1	1	3
es_3ZPBJO59KREQ748WH0B7BZRM9LPDHR	1	3
es_3ZPPDN2SLX92K44DFJYZ40BJL7TE9B	1	0
es_3ZPPDN2SLX92K44DFJYZ40BJLFTE9R	1	1
es_3ZPPDN2SLX92K44DFJYZ40BJLII9EH	1	2
es_3ZQIG0FLQGTUYB373KX1IO7GT24VWJ	1	3
es_3ZR9AIQJUDM2W8J7QH3T23YZ9KT04J	1	0
es_3ZSANO2JCHKCVX08J0IW3D19X9NFST	1	0
es_3ZSY5X72NZOU0VDO3E1H0X5R44XORV	1	3
es_3ZY8KE4ISLGPEE7LRBYVQZPU3PJVQL	1	0
es_3ZY8KE4ISLGPEE7LRBYVQZPUV6VQVI	1	2
