id	prompt	score
en_026258	10	2
en_026259	10	2
en_026260	10	2
en_026261	10	2
en_026262	10	2
en_026263	10	1
en_026264	10	2
en_026265	10	1
en_026266	10	2
en_026267	10	2
en_026268	10	1
en_026269	10	2
en_026270	10	0
en_026271	10	1
en_026272	10	2
en_026273	10	1
en_026274	10	0
en_026275	10	2
en_026276	10	1
en_026277	10	0
en_026278	10	1
en_026279	10	2
en_026280	10	1
en_026281	10	2
en_026282	10	2
en_026283	10	2
en_026284	10	0
en_026285	10	1
en_026286	10	1
en_026287	10	0
en_026288	10	2
en_026289	10	2
en_026290	10	1
en_026291	10	2
en_026292	10	0
en_026293	10	2
en_026294	10	1
en_026295	10	1
en_026296	10	2
en_026297	10	1
en_026298	10	2
en_026299	10	2
en_026300	10	0
en_026301	10	1
en_026302	10	1
en_026303	10	2
en_026304	10	0
en_026305	10	2
en_026306	10	0
en_026307	10	2
en_026308	10	0
en_026309	10	1
en_026310	10	2
en_026311	10	2
en_026312	10	2
en_026313	10	0
en_026314	10	1
en_026315	10	0
en_026316	10	2
en_026317	10	1
en_026318	10	2
en_026319	10	2
en_026320	10	2
en_026321	10	2
en_026322	10	1
en_026323	10	2
en_026324	10	0
en_026325	10	2
en_026326	10	1
en_026327	10	2
en_026328	10	1
en_026329	10	2
en_026330	10	0
en_026331	10	1
en_026332	10	2
en_026333	10	1
en_026334	10	2
en_026335	10	0
en_026336	10	2
en_026337	10	1
en_026338	10	1
en_026339	10	1
en_026340	10	2
en_026341	10	2
en_026342	10	2
en_026343	10	2
en_026344	10	1
en_026345	10	0
en_026346	10	1
en_026347	10	1
en_026348	10	2
en_026349	10	1
en_026350	10	1
en_026351	10	2
en_026352	10	0
en_026353	10	1
en_026354	10	1
en_026355	10	1
en_026356	10	2
en_026357	10	1
en_026358	10	2
en_026359	10	1
en_026360	10	2
en_026361	10	2
en_026362	10	1
en_026363	10	1
en_026364	10	1
en_026365	10	1
en_026366	10	2
en_026367	10	2
en_026368	10	2
en_026369	10	1
en_026370	10	2
en_026371	10	1
en_026372	10	2
en_026373	10	1
en_026374	10	1
en_026375	10	2
en_026376	10	1
en_026377	10	1
en_026378	10	1
en_026379	10	1
en_026380	10	2
en_026381	10	1
en_026382	10	2
en_026383	10	2
en_026384	10	1
en_026385	10	1
en_026386	10	1
en_026387	10	2
en_026388	10	1
en_026389	10	1
en_026390	10	1
en_026391	10	1
en_026392	10	1
en_026393	10	2
en_026394	10	2
en_026395	10	1
en_026396	10	2
en_026397	10	1
en_026398	10	0
en_026399	10	2
en_026400	10	0
en_026401	10	2
en_026402	10	2
en_026403	10	2
en_026404	10	2
en_026405	10	1
en_026406	10	2
en_026407	10	1
en_026408	10	0
en_026409	10	2
en_026410	10	2
en_026411	10	1
en_026412	10	1
en_026413	10	2
en_026414	10	2
en_026415	10	1
en_026416	10	2
en_026417	10	1
en_026418	10	0
en_026419	10	0
en_026420	10	1
en_026421	10	1
en_026422	10	2
en_026423	10	2
en_026424	10	1
en_026425	10	0
en_026426	10	2
en_026427	10	0
en_026428	10	1
en_026429	10	1
en_026430	10	2
en_026431	10	1
en_026432	10	1
en_026433	10	2
en_026434	10	1
en_026435	10	1
en_026436	10	1
en_026437	10	2
en_026438	10	1
en_026439	10	0
en_026440	10	1
en_026441	10	0
en_026442	10	2
en_026443	10	1
en_026444	10	0
en_026445	10	0
en_026446	10	1
en_026447	10	1
en_026448	10	1
en_026449	10	1
en_026450	10	0
en_026451	10	1
en_026452	10	2
en_026453	10	1
en_026454	10	0
en_026455	10	1
en_026456	10	1
en_026457	10	1
en_026458	10	0
en_026459	10	1
en_026460	10	2
en_026461	10	1
en_026462	10	0
en_026463	10	1
en_026464	10	2
en_026465	10	0
en_026466	10	1
en_026467	10	1
en_026468	10	1
en_026469	10	1
en_026470	10	1
en_026471	10	2
en_026472	10	0
en_026473	10	2
en_026474	10	1
en_026475	10	0
en_026476	10	0
en_026477	10	1
en_026478	10	1
en_026479	10	2
en_026480	10	2
en_026481	10	2
en_026482	10	2
en_026483	10	0
en_026484	10	0
en_026485	10	2
en_026486	10	2
en_026487	10	1
en_026488	10	2
en_026489	10	1
en_026490	10	2
en_026491	10	1
en_026492	10	1
en_026493	10	1
en_026494	10	2
en_026495	10	2
en_026496	10	2
en_026497	10	1
en_026498	10	2
en_026499	10	2
en_026500	10	2
en_026501	10	0
en_026502	10	1
en_026503	10	0
en_026504	10	0
en_026505	10	2
en_026506	10	2
en_026507	10	1
en_026508	10	1
en_026509	10	1
en_026510	10	1
en_026511	10	1
en_026512	10	2
en_026513	10	1
en_026514	10	0
en_026515	10	1
en_026516	10	2
en_026517	10	0
en_026518	10	1
en_026519	10	2
en_026520	10	2
en_026521	10	2
en_026522	10	1
en_026523	10	1
en_026524	10	1
en_026525	10	2
en_026526	10	2
en_026527	10	1
en_026528	10	2
en_026529	10	2
en_026530	10	0
en_026531	10	1
en_026532	10	1
en_026533	10	0
en_026534	10	0
en_026535	10	1
en_026536	10	2
en_026537	10	2
en_026538	10	1
en_026539	10	1
en_026540	10	2
en_026541	10	1
en_026542	10	0
en_026543	10	2
en_026544	10	2
en_026545	10	2
en_026546	10	0
en_026547	10	1
en_026548	10	1
en_026549	10	1
en_026550	10	1
en_026551	10	2
en_026552	10	1
en_026553	10	1
en_026554	10	2
en_026555	10	1
en_026556	10	2
en_026557	10	2
en_026558	10	2
en_026559	10	1
en_026560	10	1
en_026561	10	1
en_026562	10	2
en_026563	10	0
en_026564	10	0
en_026565	10	2
en_026566	10	1
en_026567	10	2
en_026568	10	2
en_026569	10	1
en_026570	10	1
en_026571	10	0
en_026572	10	2
en_026573	10	1
en_026574	10	1
en_026575	10	0
en_026576	10	2
en_026577	10	1
en_026578	10	0
en_026579	10	2
en_026580	10	0
en_026581	10	1
en_026582	10	0
en_026583	10	2
en_026584	10	1
en_026585	10	2
en_026586	10	1
en_026587	10	2
en_026588	10	1
en_026589	10	1
en_026590	10	1
en_026591	10	2
en_026592	10	1
en_026593	10	0
en_026594	10	1
en_026595	10	0
en_026596	10	1
en_026597	10	1
en_026598	10	0
en_026599	10	1
en_026600	10	2
en_026601	10	0
en_026602	10	1
en_026603	10	2
en_026604	10	1
en_026605	10	1
en_026606	10	1
en_026607	10	0
en_026608	10	1
en_026609	10	1
en_026610	10	0
en_026611	10	1
en_026612	10	1
en_026613	10	1
en_026614	10	1
en_026615	10	2
en_026616	10	1
en_026617	10	1
en_026618	10	1
en_026619	10	1
en_026620	10	1
en_026621	10	1
en_026622	10	1
en_026623	10	2
en_026624	10	0
en_026625	10	2
en_026626	10	1
en_026627	10	1
en_026628	10	2
en_026629	10	1
en_026630	10	2
en_026631	10	1
en_026632	10	2
en_026633	10	1
en_026634	10	1
en_026635	10	0
en_026636	10	2
en_026637	10	2
en_026638	10	1
en_026639	10	2
en_026640	10	0
en_026641	10	1
en_026642	10	1
en_026643	10	1
en_026644	10	2
en_026645	10	1
en_026646	10	0
en_026647	10	2
en_026648	10	1
en_026649	10	2
en_026650	10	1
en_026651	10	1
en_026652	10	1
en_026653	10	2
en_026654	10	1
en_026655	10	2
en_026656	10	0
en_026657	10	1
en_026658	10	2
en_026659	10	1
en_026660	10	0
en_026661	10	1
en_026662	10	1
en_026663	10	0
en_026664	10	1
en_026665	10	1
en_026666	10	0
en_026667	10	0
en_026668	10	0
en_026669	10	1
en_026670	10	1
en_026671	10	2
en_026672	10	1
en_026673	10	1
en_026674	10	1
en_026675	10	2
en_026676	10	2
en_026677	10	1
en_026678	10	0
en_026679	10	0
en_026680	10	0
en_026681	10	2
en_026682	10	1
en_026683	10	1
en_026684	10	2
en_026685	10	2
en_026686	10	2
en_026687	10	2
en_026688	10	2
en_026689	10	1
en_026690	10	0
en_026691	10	2
en_026692	10	1
en_026693	10	2
en_026694	10	1
en_026695	10	2
en_026696	10	2
en_026697	10	0
en_026698	10	1
en_026699	10	0
en_026700	10	0
en_026701	10	2
en_026702	10	1
en_026703	10	2
en_026704	10	2
en_026705	10	1
en_026706	10	1
en_026707	10	2
en_026708	10	2
en_026709	10	2
en_026710	10	0
en_026711	10	0
en_026712	10	0
en_026713	10	1
en_026714	10	1
en_026715	10	1
en_026716	10	1
en_026717	10	1
en_026718	10	0
en_026719	10	0
en_026720	10	2
en_026721	10	1
en_026722	10	0
en_026723	10	0
en_026724	10	1
en_026725	10	1
en_026726	10	1
en_026727	10	1
en_026728	10	0
en_026729	10	1
en_026730	10	0
en_026731	10	2
en_026732	10	1
en_026733	10	1
en_026734	10	2
en_026735	10	1
en_026736	10	1
en_026737	10	2
en_026738	10	0
en_026739	10	0
en_026740	10	0
en_026741	10	2
en_026742	10	1
en_026743	10	1
en_026744	10	1
en_026745	10	2
en_026746	10	1
en_026747	10	1
en_026748	10	0
en_026749	10	2
en_026750	10	2
en_026751	10	1
en_026752	10	2
en_026753	10	0
en_026754	10	1
en_026755	10	1
en_026756	10	1
en_026757	10	1
en_026758	10	1
en_026759	10	2
en_026760	10	1
en_026761	10	0
en_026762	10	1
en_026763	10	1
en_026764	10	1
en_026765	10	1
en_026766	10	1
en_026767	10	2
en_026768	10	2
en_026769	10	0
en_026770	10	0
en_026771	10	1
en_026772	10	2
en_026773	10	0
en_026774	10	2
en_026775	10	2
en_026776	10	2
en_026777	10	2
en_026778	10	0
en_026779	10	1
en_026780	10	1
en_026781	10	0
en_026782	10	2
en_026783	10	1
en_026784	10	2
en_026785	10	1
en_026786	10	0
en_026787	10	1
en_026788	10	0
en_026789	10	1
en_026790	10	1
en_026791	10	1
en_026792	10	1
en_026793	10	2
en_026794	10	1
en_026795	10	1
en_026796	10	0
en_026797	10	1
en_026798	10	2
en_026799	10	2
en_026800	10	2
en_026801	10	2
en_026802	10	1
en_026803	10	2
en_026804	10	1
en_026805	10	2
en_026806	10	1
en_026807	10	1
en_026808	10	1
en_026809	10	1
en_026810	10	1
en_026811	10	2
en_026812	10	2
en_026813	10	0
en_026814	10	2
en_026815	10	0
en_026816	10	0
en_026817	10	1
en_026818	10	1
en_026819	10	1
en_026820	10	2
en_026821	10	2
en_026822	10	0
en_026823	10	1
en_026824	10	2
en_026825	10	1
en_026826	10	1
en_026827	10	0
en_026828	10	2
en_026829	10	1
en_026830	10	0
en_026831	10	0
en_026832	10	2
en_026833	10	1
en_026834	10	2
en_026835	10	2
en_026836	10	1
en_026837	10	1
en_026838	10	2
en_026839	10	2
en_026840	10	1
en_026841	10	0
en_026842	10	1
en_026843	10	2
en_026844	10	1
en_026845	10	2
en_026846	10	0
en_026847	10	2
en_026848	10	2
en_026849	10	1
en_026850	10	1
en_026851	10	1
en_026852	10	0
en_026853	10	1
en_026854	10	1
en_026855	10	1
en_026856	10	1
en_026857	10	0
en_026858	10	1
en_026859	10	2
en_026860	10	1
en_026861	10	0
en_026862	10	2
en_026863	10	1
en_026864	10	2
en_026865	10	1
en_026866	10	1
en_026867	10	0
en_026868	10	0
en_026869	10	0
en_026870	10	2
en_026871	10	2
en_026872	10	2
en_026873	10	2
en_026874	10	1
en_026875	10	1
en_026876	10	2
en_026877	10	1
en_026878	10	1
en_026879	10	1
en_026880	10	1
en_026881	10	1
en_026882	10	0
en_026883	10	2
en_026884	10	1
en_026885	10	1
en_026886	10	2
en_026887	10	0
en_026888	10	1
en_026889	10	2
en_026890	10	2
en_026891	10	0
en_026892	10	0
en_026893	10	0
en_026894	10	2
en_026895	10	1
en_026896	10	0
en_026897	10	1
en_026898	10	1
en_026899	10	1
en_026900	10	1
en_026901	10	2
en_026902	10	2
en_026903	10	1
en_026904	10	1
en_026905	10	2
en_026906	10	1
en_026907	10	1
en_026908	10	2
en_026909	10	2
en_026910	10	1
en_026911	10	2
en_026912	10	0
en_026913	10	2
en_026914	10	1
en_026915	10	1
en_026916	10	1
en_026917	10	1
en_026918	10	1
en_026919	10	1
en_026920	10	1
en_026921	10	1
en_026922	10	1
en_026923	10	1
en_026924	10	1
en_026925	10	0
en_026926	10	0
en_026927	10	0
en_026928	10	0
en_026929	10	2
en_026930	10	2
en_026931	10	2
en_026932	10	2
en_026933	10	1
en_026934	10	1
en_026935	10	1
en_026936	10	1
en_026937	10	2
en_026938	10	2
en_026939	10	0
en_026940	10	1
en_026941	10	1
en_026942	10	1
en_026943	10	2
en_026944	10	1
en_026945	10	2
en_026946	10	1
en_026947	10	0
en_026948	10	2
en_026949	10	1
en_026950	10	1
en_026951	10	1
en_026952	10	1
en_026953	10	2
en_026954	10	2
en_026955	10	1
en_026956	10	1
en_026957	10	1
en_026958	10	2
en_026959	10	1
en_026960	10	2
en_026961	10	0
en_026962	10	1
en_026963	10	1
en_026964	10	2
en_026965	10	2
en_026966	10	1
en_026967	10	2
en_026968	10	0
en_026969	10	0
en_026970	10	0
en_026971	10	0
en_026972	10	1
en_026973	10	2
en_026974	10	1
en_026975	10	0
en_026976	10	2
en_026977	10	1
en_026978	10	2
en_026979	10	2
en_026980	10	2
en_026981	10	2
en_026982	10	1
en_026983	10	1
en_026984	10	1
en_026985	10	2
en_026986	10	2
en_026987	10	1
en_026988	10	1
en_026989	10	1
en_026990	10	1
en_026991	10	1
en_026992	10	2
en_026993	10	0
en_026994	10	1
en_026995	10	2
en_026996	10	1
en_026997	10	0
en_026998	10	1
en_026999	10	0
en_027000	10	1
en_027001	10	1
en_027002	10	1
en_027003	10	1
en_027004	10	2
en_027005	10	0
en_027006	10	2
en_027007	10	0
en_027008	10	0
en_027009	10	2
en_027010	10	2
en_027011	10	2
en_027012	10	2
en_027013	10	1
en_027014	10	1
en_027015	10	1
en_027016	10	2
en_027017	10	0
en_027018	10	2
en_027019	10	1
en_027020	10	1
en_027021	10	1
en_027022	10	1
en_027023	10	2
en_027024	10	0
en_027025	10	1
en_027026	10	1
en_027027	10	1
en_027028	10	1
en_027029	10	1
en_027030	10	1
en_027031	10	1
en_027032	10	0
en_027033	10	0
en_027034	10	1
en_027035	10	1
en_027036	10	1
en_027037	10	0
en_027038	10	2
en_027039	10	2
en_027040	10	1
en_027041	10	1
en_027042	10	2
en_027043	10	0
en_027044	10	1
en_027045	10	2
en_027046	10	0
en_027047	10	1
en_027048	10	2
en_027049	10	2
en_027050	10	1
en_027051	10	2
en_027052	10	1
en_027053	10	1
en_027054	10	1
en_027055	10	1
en_027056	10	1
en_027057	10	2
en_027058	10	2
en_027059	10	1
en_027060	10	1
en_027061	10	1
en_027062	10	1
en_027063	10	1
en_027064	10	1
en_027065	10	2
en_027066	10	1
en_027067	10	1
en_027068	10	1
en_027069	10	0
en_027070	10	1
en_027071	10	1
en_027072	10	1
en_027073	10	1
en_027074	10	2
en_027075	10	2
en_027076	10	2
en_027077	10	1
en_027078	10	2
en_027079	10	1
en_027080	10	0
en_027081	10	1
en_027082	10	2
en_027083	10	0
en_027084	10	2
en_027085	10	2
en_027086	10	2
en_027087	10	1
en_027088	10	1
en_027089	10	1
en_027090	10	2
en_027091	10	1
en_027092	10	1
en_027093	10	1
en_027094	10	1
en_027095	10	1
en_027096	10	0
en_027097	10	0
en_027098	10	0
en_027099	10	1
en_027100	10	2
en_027101	10	2
en_027102	10	1
en_027103	10	1
en_027104	10	2
en_027105	10	1
en_027106	10	1
en_027107	10	1
en_027108	10	0
en_027109	10	2
en_027110	10	0
en_027111	10	1
en_027112	10	0
en_027113	10	0
en_027114	10	0
en_027115	10	0
en_027116	10	1
en_027117	10	1
en_027118	10	1
en_027119	10	0
en_027120	10	1
en_027121	10	2
en_027122	10	0
en_027123	10	2
en_027124	10	1
en_027125	10	2
en_027126	10	1
en_027127	10	0
en_027128	10	1
en_027129	10	0
en_027130	10	1
en_027131	10	1
en_027132	10	2
en_027133	10	2
en_027134	10	2
en_027135	10	0
en_027136	10	1
en_027137	10	1
en_027138	10	1
en_027139	10	1
en_027140	10	0
en_027141	10	2
en_027142	10	0
en_027143	10	1
en_027144	10	2
en_027145	10	1
en_027146	10	1
en_027147	10	2
en_027148	10	1
en_027149	10	2
en_027150	10	1
en_027151	10	0
en_027152	10	1
en_027153	10	1
en_027154	10	1
en_027155	10	1
en_027156	10	1
en_027157	10	2
en_027158	10	1
en_027159	10	2
en_027160	10	2
en_027161	10	1
en_027162	10	1
en_027163	10	1
en_027164	10	2
en_027165	10	1
en_027166	10	1
en_027167	10	2
en_027168	10	2
en_027169	10	2
en_027170	10	0
en_027171	10	0
en_027172	10	1
en_027173	10	2
en_027174	10	1
en_027175	10	1
en_027176	10	1
en_027177	10	1
en_027178	10	1
en_027179	10	2
en_027180	10	1
en_027181	10	2
en_027182	10	1
en_027183	10	1
en_027184	10	0
en_027185	10	2
en_027186	10	1
en_027187	10	1
en_027188	10	1
en_027189	10	0
en_027190	10	1
en_027191	10	0
en_027192	10	1
en_027193	10	0
en_027194	10	1
en_027195	10	1
en_027196	10	1
en_027197	10	0
en_027198	10	2
en_027199	10	2
en_027200	10	2
en_027201	10	0
en_027202	10	0
en_027203	10	2
en_027204	10	2
en_027205	10	1
en_027206	10	0
en_027207	10	2
en_027208	10	2
en_027209	10	1
en_027210	10	2
en_027211	10	1
en_027212	10	1
en_027213	10	1
en_027214	10	1
en_027215	10	0
en_027216	10	2
en_027217	10	2
en_027218	10	2
en_027219	10	0
en_027220	10	1
en_027221	10	1
en_027222	10	1
en_027223	10	2
en_027224	10	1
en_027225	10	1
en_027226	10	2
en_027227	10	1
en_027228	10	1
en_027229	10	2
en_027230	10	0
en_027231	10	2
en_027232	10	1
en_027233	10	2
en_027234	10	0
en_027235	10	1
en_027236	10	1
en_027237	10	2
en_027238	10	2
en_027239	10	1
en_027240	10	0
en_027241	10	2
en_027242	10	1
en_027243	10	0
en_027244	10	2
en_027245	10	2
en_027246	10	1
en_027247	10	1
en_027248	10	1
en_027249	10	2
en_027250	10	1
en_027251	10	1
en_027252	10	1
en_027253	10	0
en_027254	10	2
en_027255	10	1
en_027256	10	1
en_027257	10	2
en_027258	10	2
en_027259	10	1
en_027260	10	1
en_027261	10	1
en_027262	10	2
en_027263	10	1
en_027264	10	2
en_027265	10	2
en_027266	10	1
en_027267	10	2
en_027268	10	0
en_027269	10	1
en_027270	10	2
en_027271	10	1
en_027272	10	0
en_027273	10	1
en_027274	10	2
en_027275	10	2
en_027276	10	2
en_027277	10	1
en_027278	10	1
en_027279	10	1
en_027280	10	1
en_027281	10	2
en_027282	10	1
en_027283	10	1
en_027284	10	2
en_027285	10	1
en_027286	10	1
en_027287	10	2
en_027288	10	1
en_027289	10	1
en_027290	10	1
en_027291	10	2
en_027292	10	0
en_027293	10	1
en_027294	10	0
en_027295	10	1
en_027296	10	2
en_027297	10	1
en_027298	10	2
en_027299	10	2
en_027300	10	1
en_027301	10	1
en_027302	10	1
en_027303	10	2
en_027304	10	1
en_027305	10	2
en_027306	10	2
en_027307	10	1
en_027308	10	2
en_027309	10	1
en_027310	10	0
en_027311	10	1
en_027312	10	1
en_027313	10	2
en_027314	10	1
en_027315	10	1
en_027316	10	2
en_027317	10	2
en_027318	10	1
en_027319	10	2
en_027320	10	2
en_027321	10	1
en_027322	10	2
en_027323	10	2
en_027324	10	1
en_027325	10	2
en_027326	10	1
en_027327	10	1
en_027328	10	1
en_027329	10	0
en_027330	10	2
en_027331	10	2
en_027332	10	1
en_027333	10	2
en_027334	10	0
en_027335	10	1
en_027336	10	2
en_027337	10	1
en_027338	10	1
en_027339	10	0
en_027340	10	2
en_027341	10	2
en_027342	10	1
en_027343	10	1
en_027344	10	0
en_027345	10	0
en_027346	10	2
en_027347	10	0
en_027348	10	2
en_027349	10	1
en_027350	10	0
en_027351	10	1
en_027352	10	1
en_027353	10	1
en_027354	10	0
en_027355	10	2
en_027356	10	2
en_027357	10	2
en_027358	10	1
en_027359	10	1
en_027360	10	2
en_027361	10	0
en_027362	10	2
en_027363	10	0
en_027364	10	0
en_027365	10	2
en_027366	10	2
en_027367	10	1
en_027368	10	2
en_027369	10	1
en_027370	10	2
en_027371	10	2
en_027372	10	2
en_027373	10	1
en_027374	10	2
en_027375	10	1
en_027376	10	2
en_027377	10	1
en_027378	10	2
en_027379	10	1
en_027380	10	1
en_027381	10	0
en_027382	10	2
en_027383	10	2
en_027384	10	0
en_027385	10	1
en_027386	10	1
en_027387	10	1
en_027388	10	2
en_027389	10	2
en_027390	10	2
en_027391	10	0
en_027392	10	1
en_027393	10	1
en_027394	10	1
en_027395	10	1
en_027396	10	0
en_027397	10	1
en_027398	10	1
en_027399	10	1
en_027400	10	2
en_027401	10	1
en_027402	10	1
en_027403	10	0
en_027404	10	2
en_027405	10	0
en_027406	10	0
en_027407	10	2
en_027408	10	1
en_027409	10	2
en_027410	10	1
en_027411	10	2
en_027412	10	1
en_027413	10	1
en_027414	10	1
en_027415	10	1
en_027416	10	2
en_027417	10	2
en_027418	10	0
en_027419	10	2
en_027420	10	0
en_027421	10	2
en_027422	10	1
en_027423	10	0
en_027424	10	0
en_027425	10	2
en_027426	10	0
en_027427	10	2
en_027428	10	0
en_027429	10	0
en_027430	10	2
en_027431	10	1
en_027432	10	1
en_027433	10	1
en_027434	10	1
en_027435	10	2
en_027436	10	2
en_027437	10	2
en_027438	10	2
en_027439	10	2
en_027440	10	2
en_027441	10	1
en_027442	10	2
en_027443	10	2
en_027444	10	0
en_027445	10	0
en_027446	10	0
en_027447	10	2
en_027448	10	2
en_027449	10	0
en_027450	10	2
en_027451	10	1
en_027452	10	1
en_027453	10	1
en_027454	10	1
en_027455	10	0
en_027456	10	1
en_027457	10	2
en_027458	10	1
en_027459	10	1
en_027460	10	1
en_027461	10	2
en_027462	10	0
en_027463	10	1
en_027464	10	2
en_027465	10	2
en_027466	10	2
en_027467	10	0
en_027468	10	0
en_027469	10	2
en_027470	10	1
en_027471	10	2
en_027472	10	1
en_027473	10	2
en_027474	10	1
en_027475	10	2
en_027476	10	2
en_027477	10	1
en_027478	10	1
en_027479	10	1
en_027480	10	1
en_027481	10	2
en_027482	10	2
en_027483	10	2
en_027484	10	2
en_027485	10	2
en_027486	10	1
en_027487	10	0
en_027488	10	1
en_027489	10	1
en_027490	10	2
en_027491	10	2
en_027492	10	0
en_027493	10	1
en_027494	10	1
en_027495	10	1
en_027496	10	1
en_027497	10	2
en_027498	10	0
en_027499	10	1
en_027500	10	1
en_027501	10	0
